"surah","ayahs","occasion"
8,"1-2-3-4-5","وللآية سبب آخر فقد جاء: عَنْ أَبِي أُمَامَةَ، عَنْ عُبَادَةَ بْنِ الصَّامِتِ رضي الله عنه قَالَ: خَرَجْنَا مَعَ النَّبِيِّ ﷺ فَشَهِدْتُ مَعَهُ بَدْراً، فَالْتَقَى النَّاسُ فَهَزَمَ اللهُ تَبَارَكَ وَتَعَالَى الْعَدُوَّ، فَانْطَلَقَتْ طَائِفَةٌ فِي آثَارِهِمْ يَهْزِمُونَ وَيَقْتُلُونَ، فَأَكَبَّتْ طَائِفَةٌ عَلَى الْعَسْكَرِ يَحْوُونَهُ وَيَجْمَعُونَهُ، وَأَحْدَقَتْ طَائِفَةٌ بِرَسُولِ اللهِ ﷺ لَا يُصِيبُ الْعَدُوُّ مِنْهُ غِرَّةً، حَتَّى إِذَا كَانَ اللَّيْلُ، وَفَاءَ النَّاسُ بَعْضُهُمْ إِلَى بَعْضٍ، قَالَ الَّذِينَ جَمَعُوا الْغَنَائِمَ: نَحْنُ حَوَيْنَاهَا وَجَمَعْنَاهَا، فَلَيْسَ لِأَحَدٍ فِيهَا نَصِيبٌ، وَقَالَ الَّذِينَ خَرَجُوا فِي طَلَبِ الْعَدُوِّ: لَسْتُمْ بِأَحَقَّ بِهَا مِنَّا، نَحْنُ نَفَيْنَا عَنْهَا الْعَدُوَّ وَهَزَمْنَاهُمْ، وَقَالَ الَّذِينَ أَحْدَقُوا بِرَسُولِ اللهِ ﷺ: لَسْتُمْ بِأَحَقَّ بِهَا مِنَّا نَحْنُ أَحْدَقْنَا بِرَسُولِ اللهِ ﷺ وَخِفْنَا أَنْ يُصِيبَ الْعَدُوُّ مِنْهُ غِرَّةً، وَاشْتَغَلْنَا بِهِ.

فَنَزَلَتْ: { يَسْـَٔلُونَكَ عَنِ ٱلْأَنفَالِ ۖ قُلِ ٱلْأَنفَالُ لِلَّهِ وَٱلرَّسُولِ ۖ فَٱتَّقُوا۟ ٱللَّهَ وَأَصْلِحُوا۟ ذَاتَ بَيْنِكُمْ ۖ } فَقَسَمَهَا رَسُولُ الله ﷺ عَلَى فَوَاقٍ بَيْنَ الْمُسْلِمِينَ، قَالَ: وَكَانَ رَسُولُ اللهِ ﷺ إِذَا أَغَارَ فِي أَرْضِ الْعَدُوِّ، نَفَلَ الرُّبُعَ، وَإِذَا أَقْبَلَ رَاجِعاً وَكُلَّ النَّاسِ نَفَلَ الثُّلُثَ، وَكَانَ يَكْرَهُ الْأَنْفَالَ وَيَقُولُ: لِيَرُدَّ قَوِيُّ الْمُؤْمِنِينَ عَلَى ضَعِيفِهِمْ السَّوَاءِ. واللفظ لأحمد.

وله شاهد من حديث جاء عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما."
8,"5","وعن أبي أيوب الأنصاري رضي الله عنه قال: قال رسول الله ﷺ: ونحن بالمدينة: « إني أخبرت ونحن بالمدينة عن عير أبي سفيان أنها مقبلة، فهل لكم أن نخرج قبل هذا العير، لعل الله يغنمناها »، قلنا: نعم، فخرج و خرجنا معه، فلما سرنا يوماً أو يومين، قال لنا: « ما ترون في القوم فإنهم أخبروا بمخرجكم؟ » فقلنا: لا والله ما لنا طاقة بقتال العدو، ولكن أردنا العير، ثم قال: « ما ترون في القوم؟ » فقلنا: مثل ذلك، فقال المقداد بن عمرو: إذاً لا نقول لك يا رسول الله كما قال قوم موسى لموسى: ""اذهب أنت وربك فقاتلا إنا ههنا قاعدون"". قال: فتمنينا معشر الأنصار أنا قلنا كما قال المقداد، أحب إلينا من أن يكون لنا مال عظيم، فأنزل الله عز و جل على رسوله ﷺ { كَمَآ أَخْرَجَكَ رَبُّكَ مِنۢ بَيْتِكَ بِٱلْحَقِّ وَإِنَّ فَرِيقًا مِّنَ ٱلْمُؤْمِنِينَ لَكَـٰرِهُونَ ﴿٥﴾ يُجَـٰدِلُونَكَ فِى ٱلْحَقِّ بَعْدَ مَا تَبَيَّنَ كَأَنَّمَا يُسَاقُونَ إِلَى ٱلْمَوْتِ وَهُمْ يَنظُرُونَ ﴿٦﴾ }."
8,"9","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما: حَدَّثَنِي عُمَرُ بْنُ الْخَطَّابَ رضي الله عنه قَالَ: لَمَّا كَانَ يَوْمُ بَدْرٍ، نَظَرَ النَّبِيُّ ﷺ إِلَى أَصْحَابِهِ وَهُمْ ثَلَاثُ مِئَةٍ وَنَيْفٌ، وَنَظَرَ إِلَى الْمُشْرِكِينَ وَهُمْ أَلْفٌ وَزِيَادَةٌ، فَاسْتَقْبَلَ النَّبِيُّ ﷺ الْقِبْلَةَ ثُمَّ مَدَّ يَدَيْهِ، وَعَلَيْهِ رِدَاؤُهُ وَإِزَارُهُ، ثُمَّ قَالَ: « اللَّهُمَّ أَيْنَ مَا وَعَدْتَنِي؟، اللَّهُمَّ أَنجزْ لِي مَا وَعَدْتَنِي، اللَّهُمَّ إِنْ تَهْلِكُ هَذِهِ الْعِصَابَةُ مِنْ أَهْلِ الْإِسْلَام فَلَا تُعْبَدْ فِي الْأَرْضِ أَبداً »، قَالَ: فَمَا زَالَ يَسْتَغِيثُ رَبَّهُ عز و جل، وَيَدْعُوهُ حَتَّى سَقَطَ رِدَاؤُهُ عَنْ مَنْكِبَيْهِ، فَأَتَاهُ أَبُو بَكْرٍ، فَأَخَذَ رِدَاءَهُ فَرَدَّاهُ ثُمَّ الْتَزَمَهُ مِنْ وَرَائِهِ، ثُمَّ قَالَ: يَا نَبِيَّ اللهِ كَفَاكَ مُنَاشَدَتُكَ رَبَّكَ، فَإِنَّهُ سَيُنْجِزُ لَكَ مَا وَعَدَكَ، فَأَنْزَلَ اللهُ عز و جل { إِذْ تَسْتَغِيثُونَ رَبَّكُمْ فَٱسْتَجَابَ لَكُمْ أَنِّى مُمِدُّكُم بِأَلْفٍ مِّنَ ٱلْمَلَـٰٓئِكَةِ مُرْدِفِينَ ﴿٩﴾... } واللفظ لأحمد."
8,"17","وعن حكيم بن حزام رضي الله عنه قال: لما كان يوم بدر، أمر رسول الله ﷺ علياً فأخذ كفَّا من الحصى، فاستقبلنا به، فرمى بها، وقال: « شاهت الوجوه »، فانهزمنا فأنزل الله عز و جل: { وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَـٰكِنَّ ٱللَّهَ رَمَىٰ ۚ }."
8,"17","وعن ابن عباس رضي الله عنهما: أن النبي ﷺ قال لعلي: « ناولني كفا من حصی »، فناوله، فرمی به وجوه القوم، فما بقي أحد من القوم إلا امتلأت عيناه من الحصباء، فنزلت: { وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَـٰكِنَّ ٱللَّهَ رَمَىٰ ۚ }، الآية."
8,"19","عن عبد الله بن ثعلبة بن صُعَيْر رضي الله عنه: أن أبا جهل قال يوم بدر: اللهم أينا كان أقطع للرحم، وآتانا بما لا يعرف، فأحنه الغداة، وكان استفتاحاً منه، فنزلت: { إِن تَسْتَفْتِحُوا۟ فَقَدْ جَآءَكُمُ ٱلْفَتْحُ ۖ }، إلى آخر الآية."
8,"33-34","عَنْ أَنَسِ بْنِ مَالِكٍ رضي الله عنه: قَالَ أَبُو جَهْلٍ: اللَّهُمَّ إِنْ كَانَ هَذَا هُوَ الْحَقَّ مِنْ عِنْدِكَ فَأَمْطِرْ عَلَيْنَا حِجَارَةً مِنْ السَّمَاءِ أَوْ ائْتِنَا بِعَذَابٍ أَلِيمٍ، فَنَزَلَتْ: { وَمَا كَانَ ٱللَّهُ لِيُعَذِّبَهُمْ وَأَنتَ فِيهِمْ ۚ وَمَا كَانَ ٱللَّهُ مُعَذِّبَهُمْ وَهُمْ يَسْتَغْفِرُونَ ﴿٣٣﴾ } الْآيَةَ."
8,"67-68-69","عن ابنِ عَبَّاسٍ قَالَ: بَيْنَمَا رَجُلٌ مِنْ الْمُسْلِمِينَ يَوْمَئِذٍ يَشْتَدُّ فِي أَثَرِ رَجُلٍ مِنْ الْمُشْرِكِينَ أَمَامَهُ، إِذْ سَمِعَ ضَرْبَةً بِالسَّوْطِ فَوْقَهُ، وَصَوْتَ الْفَارِسِ يَقُولُ: أَقْدِمْ حَيْزُومُ، فَنَظَرَ إِلَى الْمُشْرِكِ أَمَامَهُ فَخَرَّ مُسْتَلْقِياً، فَنَظَرَ إِلَيْهِ فَإِذَا هُوَ قَدْ خُطِمَ أَنْفُهُ، وَشُقَّ وَجْهُهُ كَضَرْبَةِ السَّوْطِ، فَاخْضَرَّ ذَلِكَ أَجْمَعُ، فَجَاءَ الْأَنْصَارِيُّ فَحَدَّثَ بِذَلِكَ رَسُولَ اللهِ ﷺ فَقَالَ: « صَدَقْتَ، ذَلِكَ مِنْ مَدَدِ السَّمَاءِ الثَّالِثَةِ » فَقَتَلُوا يَوْمَئِذٍ سَبْعِينَ، وَأَسَرُوا سَبْعِينَ.

قَالَ أَبُو زُمَيْلٍ: قَالَ ابْنُ عَبَّاسٍ: فَلَمَّا أَسَرُوا الْأَسَارَى، قَالَ رَسُولُ اللهِ ﷺ لِأَبِي بَكْرٍ وَعُمَرَ: « مَا تَرَوْنَ فِي هَؤُلَاءِ الْأُسَارَى؟ »، فَقَالَ أَبُو بَكْرٍ: يَا نَبِيَّ اللهِ! هُمْ بَنُو الْعَمِّ وَالْعَشِيرَةِ، أَرَى أَنْ تَأْخُذَ مِنْهُمْ فِدْيَةٍ، فَتَكُونُ لَنَا قُوَّةً عَلَى الْكُفَّارِ، فَعَسَى اللهُ أَنْ يَهْدِيَهُمْ لِلْإِسْلَامِ. فَقَالَ رَسُولُ اللهِ ﷺ: « مَا تَرَى يَا ابْنَ الْخَطَابِ؟ » قُلْتُ: لَا، وَاللهِ يَا رَسُولَ اللهِ، مَا أَرَى الَّذِي رَأَى أَبُو بَكْرٍ، وَلَكِنِّي أَرَى أَنْ تُمَكّنَّا فَنَضْرِبَ أَعْنَاقُهُمْ، فَتُمَكِّنَ عَلِيًّا مِنْ عَقِيلٍ فَيَضْرِبَ عُنُقَهُ، وَتُمَكَّنِّي مِنْ - فُلَانٍ نَسِيباً لِعُمَرَ - فَأَضْرِبَ عُنُقَهُ، فَإِنَّ هَؤُلَاءِ أَئِمَّةُ الْكُفْرِ وَصَنَادِيدُهَا، فَهَوِيَ رَسُولُ اللهِ ﷺ مَا قَالَ أَبُو بَكْرٍ، وَلَمْ يَهْوَ مَا قُلْتُ.

فَلَمَّا كَانَ مِنْ الْغَدِ جِئْتُ فَإِذَا رَسُولُ اللهِ ﷺ وَأَبُو بَكْر قَاعِدَيْنِ يَبْكِيَان، قُلْتُ: يَا رَسُولَ اللهِ، أَخْبِرْنِي مِنْ أَيِّ شَيْءٍ تَبْكي أَنْتَ وَصَاحِبُكَ، فَإِنْ وَجَدْتُ بُكَاءً بَكَيْتُ، وَإِنْ لَمْ أَجِدُ بُكَاءً تَبَاكَيْتُ لِبُكَائِكُمَا، فَقَالَ رَسُولُ اللهِ ﷺ: « أَبْكِي لِلَّذِي عَرَضَ عَلَيَّ أَصْحَابُكَ مِنْ أَخْذِهِم الْفِدَاءَ، لَقَدْ عُرِضَ عَلَيَّ عَذَابُهُمْ أَدْنَى مِنْ هَذِهِ الشَّجَرَةِ » - شَجَرَةٍ قَرِيبَةٍ مِنْ نَبِيِّ اللهِ ﷺ - وَأَنْزَلَ اللهُ عز و جل: { مَا كَانَ لِنَبِىٍّ أَن يَكُونَ لَهُۥٓ أَسْرَىٰ حَتَّىٰ يُثْخِنَ فِى ٱلْأَرْضِ ۚ } إِلَى قَوْلِهِ { فَكُلُوا۟ مِمَّا غَنِمْتُمْ حَلَـٰلًا طَيِّبًا ۚ } فَأَحَلَّ اللهُ الْغَنِيمَةَ لَهُمْ. واللفظ لمسلم."
8,"67-68-69","عَنْ عَبْدِ اللهِ - يَعْنِي ابْنَ مَسْعُودٍ رضي الله عنه - قَالَ: لَمَّا كَانَ يَوْمُ بَدْرٍ، قَالَ: قَالَ رَسُولُ اللهِ ﷺ: « مَا تَقُولُونَ فِي هَؤُلَاءِ الْأَسْرَى؟ » قَالَ: فَقَالَ أَبُو بَكْرٍ: يَا رَسُولَ اللهِ، قَوْمُكَ وَأَهْلُكَ، اسْتَبْقِهِمْ، وَاسْتَأْنِ بِهِمْ، لَعَلَّ اللهَ أَنْ يَتُوبَ عَلَيْهِمْ، قَالَ: وَقَالَ عُمَرُ: يَا رَسُولَ اللهِ، أَخْرَجُوكَ وَكَذَّبُوكَ، قَرِّبْهُمْ فَاضْرِبْ أَعْنَاقَهُمْ، قَالَ: وَقَالَ عَبْدُ اللهِ بْنُ رَوَاحَةَ: يَا رَسُولَ اللهِ، انْظُرْ وَادِياً كَثِيرَ الْحَطَبِ، فَأَدْخِلْهُمْ فِيهِ، ثُمَّ أَضْرِمْ عَلَيْهِمْ نَاراً، قَالَ: فَقَالَ الْعَبَّاسُ: قَطَعْتَ رَحِمَكَ، قَالَ: فَدَخَلَ رَسُولُ اللهِ ﷺ، وَلَمْ يَرُدَّ عَلَيْهِمْ شَيْئًا، قَالَ: فَقَالَ نَاسٌ: يَأْخُذُ بِقَوْلِ أَبِي بَكْرٍ، وَقَالَ نَاسٌ: يَأْخُذُ بِقَوْلِ عُمَرَ، وَقَالَ نَاسٌ: يَأْخُذُ بِقَوْلِ عَبْدِ اللهِ بْنِ رَوَاحَةَ، قَالَ: فَخَرَجَ عَلَيْهِمْ رَسُولُ اللهِ ﷺ، فَقَالَ: « إِنَّ الله لَيُلِينُ قُلُوبَ رِجَالٍ فِيهِ، حَتَّى تَكُونَ أَلْيَنَ مِنْ اللَّبَنِ، وَإِنَّ اللهَ لَيَشُدُّ قُلُوبَ رِجَالٍ فِيهِ، حَتَّى تَكُونَ أَشَدَّ مِنْ الْحِجَارَةِ، وَإِنَّ مَثَلَكَ يَا أَبَا بَكْرٍ، كَمَثَلِ إِبْرَاهِيمَ عليه السلام قَالَ: { فَمَن تَبِعَنِى فَإِنَّهُۥ مِنِّى ۖ وَمَنْ عَصَانِى فَإِنَّكَ غَفُورٌ رَّحِيمٌ }، وَمَثَلَكَ يَا أَبَا بَكْرٍ، كَمَثَل عِيسَى، قَالَ: { إِن تُعَذِّبْهُمْ فَإِنَّهُمْ عِبَادُكَ ۖ وَإِن تَغْفِرْ لَهُمْ فَإِنَّكَ أَنتَ ٱلْعَزِيزُ ٱلْحَكِيمُ ﴿١١٨﴾ }، وَإِنْ مَثَلَكَ يَا عُمَرُ، كَمَثَلِ نُوحٍ، قَالَ: { رَّبِّ لَا تَذَرْ عَلَى ٱلْأَرْضِ مِنَ ٱلْكَـٰفِرِينَ دَيَّارًا }، وَإِنَّ مِثْلَكَ يَا عُمَرُ، كَمَثَلِ مُوسَى، قَالَ: { وَٱشْدُدْ عَلَىٰ قُلُوبِهِمْ فَلَا يُؤْمِنُوا۟ حَتَّىٰ يَرَوُا۟ ٱلْعَذَابَ ٱلْأَلِيمَ }، أَنْتُمْ عَالَةٌ فَلَا يَنْفَلِئَنَّ مِنْهُمْ أَحَدٌ إِلَّا بِفِدَاءٍ، أَوْ ضَرْبَةِ عُنُقٍ »، قَالَ عَبْدُ الله: فَقُلْتُ: يَا رَسُولَ اللهِ، إِلَّا سُهَيْلُ ابْنُ بَيْضَاءَ، فَإِنِّي قَدْ سَمِعْتُهُ يَذْكُرُ الْإِسْلَامَ، قَالَ: فَسَكَتَ، قَالَ: فَمَا رَأَيْتُنِي فِي يَوْمٍ، أَخْوَفَ أَنْ تَقَعَ عَلَيَّ حِجَارَةٌ مِنْ السَّمَاءِ، فِي ذَلِكَ الْيَوْمِ حَتَّى قَالَ: « إِلَّا سُهَيْلُ ابْنُ بَيْضَاءَ »، قَالَ: فَأَنْزَلَ اللهُ عز و جل { مَا كَانَ لِنَبِىٍّ أَن يَكُونَ لَهُۥٓ أَسْرَىٰ حَتَّىٰ يُثْخِنَ فِى ٱلْأَرْضِ ۚ تُرِيدُونَ عَرَضَ ٱلدُّنْيَا وَٱللَّهُ يُرِيدُ ٱلْـَٔاخِرَةَ ۗ وَٱللَّهُ عَزِيزٌ حَكِيمٌ ﴿٦٧﴾ } إِلَى قَوْلِهِ { لَّوْلَا كِتَٰبٌ مِّنَ ٱللَّهِ سَبَقَ لَمَسَّكُمْ فِيمَآ أَخَذْتُمْ عَذَابٌ عَظِيمٌ ﴿٦٨﴾ }. واللفظ لأحمد.

وقد جاء عن ابن عمر عن النبي ﷺ شبيهاً به.

وقد جاء عَنْ أَنَسٍ له شبيهاً بما جاء عن ابن عباس."
8,"70","عن عائشة رضي الله تعالى عنها قالت: ( لما بعث أهل مكة في فداء أسراهم، بعثت زينب بنت رسول الله ﷺ في فداء أبي العاص،...) (... وقال العباس: يا رسول الله، إني كنت مسلماً، فقال رسول الله ﷺ: « الله أعلم بإسلامك، فإن يكن كما تقول فالله يجزيك، فافد نفسك وابنَيْ أخويك نوفل بن الحارث بن عبد المطلب، وعقيل بن أبي طالب بن عبد المطلب، وحليفك عتبة بن عمرو بن جحدم أخو بني الحارث بن فهر » فقال: ما ذاك عندي يا رسول الله، قال: « فأين المال الذي دفنت أنت وأم الفضل، فقلت لها: إن أصبت فهذا المال لبني الفضل، وعبد الله، وقثم » فقال: والله يا رسول الله إني أعلم أنك رسوله، إن هذا لشيء ما علمه أحد غيري وغير أم الفضل، فاحتسب لي يا رسول الله ما أصبتم من عشرين أوقية من مال كان معي.

فقال رسول الله ﷺ: « أفعل »، فقدى العباس نفسه وابن أخويه وحليفه وأنزل الله فيها: { يَـٰٓأَيُّهَا ٱلنَّبِىُّ قُل لِّمَن فِىٓ أَيْدِيكُم مِّنَ ٱلْأَسْرَىٰٓ إِن يَعْلَمِ ٱللَّهُ فِى قُلُوبِكُمْ خَيْرًا يُؤْتِكُمْ خَيْرًا مِّمَّآ أُخِذَ مِنكُمْ وَيَغْفِرْ لَكُمْ ۗ وَٱللَّهُ غَفُورٌ رَّحِيمٌ ﴿٧٠﴾ } وأعطاني الله مكان العشرين الأوقية في الإسلام، عشرين عبداً كلهم في يده مال يضرب به، مع ما أرجو من مغفرة الله عز و جل.

وقد جاء عن ابن عباس رضي الله عنهما شبيهاً من حديث عائشة."
8,"75","عن الزبير بن العوام رضي الله عنه قال: أنزل الله عز و جل فينا خاصة معشر قريش والأنصار: { وَأُو۟لُوا۟ ٱلْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍ }، وذلك أنا معشر قريش لما قدمنا المدينة، قدمنا ولا أموال لنا، فوجدنا الأنصار نعم الإخوان، فواخيناهم، ووارثناهم، فأخي أبو بكر رضي الله عنه خارجة بن زيد، وآخي عمر رضي الله عنه فلاناً، وأخي عثمان رضي الله عنه رجلاً من بني زريق بن سعد الزرقي، ويقول بعض الناس غيره، قال الزبير رضي الله عنه: وواخيت أنا كعب بن مالك، ووارثونا ووارثناهم، فلما كان يوم أحد، قيل لي، قد قتل أخوك كعب بن مالك، فجئته فانتقلته فوجدت السلاح قد ثقله فيما يرى. فوالله يا بني لو مات يومئذٍ عن الدنيا ما ورثه غيري، حتى أنزل الله تعالى هذه الآية فينا معشر قريش والأنصار خاصة، فرجعنا إلى مواريثنا."
9,"19","عَنِ النُّعْمَانِ بْنِ بَشِيرٍ رضي الله عنهما قَالَ: كُنْتُ عِنْدَ مِنْبَرِ رَسُولِ اللهِ ﷺ، فَقَالَ رَجُلٌ: مَا أُبَالِي أَنْ لَا أَعْمَلَ عَمَلًا بَعْدَ الْإِسْلَامِ، إِلَّا أَنْ أَسْقِيَ الْحَاجَّ، وَقَالَ آخَرُ: مَا أُبَالِي أَنْ لَا أَعْمَلَ عَمَلًا بَعْدَ الْإِسْلَامِ، إِلَّا أَنْ أَعْمُرَ الْمَسْجِدَ الْحَرَامَ، وَقَالَ آخَرُ: الْجِهَادُ فِي سَبِيلِ اللهِ أَفْضَلُ مِمَّا قُلْتُمْ، فَزَجَرَهُمْ عُمَرُ وَقَالَ: لَا تَرْفَعُوا أَصْوَاتَكُمْ عِنْدَ مِنْبَرِ رَسُولِ اللهِ ﷺ - وَهُوَ يَوْمُ الْجُمُعَةِ - وَلَكِنْ إِذَا صَلَّيْتُ الْجُمُعَةَ دَخَلْتُ فَاسْتَفْتَيْتُهُ فِيمَا اخْتَلَفْتُمْ فِيهِ، فَأَنْزَلَ اللهُ عز و جل: { أَجَعَلْتُمْ سِقَايَةَ ٱلْحَآجِّ وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ } الْآيَةَ إِلَى آخِرِهَا. واللفظ لمسلم."
9,"19","وهناك سبب آخر لنزول هذه الآية: عن ابن عباس رضي الله عنهما قوله: { أَجَعَلْتُمْ سِقَايَةَ ٱلْحَآجِّ وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ }، قال العباس بن عبد المطلب - حين أسر يوم بدر -: لئن كنتم سبقتمونا بالإسلام، والهجرة، والجهاد، لقد كنا نعمر المسجد الحرام، ونسقي الحاج، ونفك العاني، قال الله: { أَجَعَلْتُمْ سِقَايَةَ } إلي قوله { ٱلظَّـٰلِمِينَ }."
9,"39","عن ابن عباس رضي الله تعالى عنهما: أن رسول الله ﷺ استنفر حيّاً من العرب فتثاقلوا، فنزلت: { إِلَّا تَنفِرُوا۟ يُعَذِّبْكُمْ عَذَابًا أَلِيمًا }، قال: كان عذابهم حبس المطر عنهم."
9,"49","عن ابن عباس رضي الله عنهما قال: لما أراد النبي ﷺ أن يخرج إلى غزوة تبوك، قال للجد بن قيس: ما تقول في مجاهدة بني الأصفر؟ قال: یا رسول الله إني امرؤ صاحب نساء ومتى أرى نساء بني الأصفر أفتتن، أفتأذن لي في الجلوس ولا تفتني، فأنزل الله: { وَمِنْهُم مَّن يَقُولُ ٱئْذَن لِّى وَلَا تَفْتِنِّىٓ ۚ أَلَا فِى ٱلْفِتْنَةِ سَقَطُوا۟ ۗ }."
9,"49","وقد جاء من مرسل الزهري، ويزيد بن رومان، وعبد الله بن أبي بكر، وعاصم بن عمر بن قتادة وغيرهم، قالوا: قال رسول الله ﷺ ذات يوم - وهو في جهازه - للجد بن قيس أخي بن سلمة: « هل لك يا جد العام في جلاد بني الأصفر؟ » فقال: يا رسول الله أو تأذن لي ولا تفتني، فوالله لقد عرف قومي ما رجل أشد عجباً بالنساء مني، وإني أخشى إن رأيت نساء بني الأصفر أن لا أصبر عنهن. فأعرض عنه رسول الله ﷺ وقال: « قد أذنت لك » ففي الجد بن قيس نزلت هذه: { وَمِنْهُم مَّن يَقُولُ ٱئْذَن لِّى وَلَا تَفْتِنِّىٓ ۚ } الآية، أي إن كان إنما يخشى من نساء بني الأصفر وليس ذلك به، فما سقط فيه من الفتنة بتخلفه عن رسول الله ﷺ، والرغبة بنفسه عن نفسه أعظم."
9,"58","عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ رضي الله عنه قَالَ: بَيْنَا رَسُولُ اللهِ ﷺ يَقْسِمُ قِسْماً، إِذْ جَاءَهُ ابْنُ ذِي الْخُوَيْصِرَةِ التَّمِيمِيُّ، فَقَالَ: اعْدِلْ يَا رَسُولَ اللهِ، فَقَالَ: « وَيْلَكَ، وَمَنْ يَعْدِلُ إِذَا لَمْ أَعْدِلْ »، فَقَالَ عُمَرُ بْنُ الْخَطَابِ: يَا رَسُولَ اللهِ، أَتَأْذَنْ لِي فِيهِ فَأَضْرِبَ عُنُقَهُ، فَقَالَ النَّبِيُّ ﷺ: « دَعْهُ، فَإِنَّ لَهُ أَصْحَابَاً، يَحْتَقِرُ أَحَدُكُمْ صَلَاتَهُ مَعَ صَلَاتِهِ، وَصِيَامَهُ مَعَ صِيَامِهِ، يَمْرُقُونَ مِنْ الدِّينِ، كَمَا يَمْرُقُ السَّهْمُ مِنْ الرَّمِيَّةِ، فَيُنْظَرُ فِي قُذَذِهِ فَلَا يُوجَدُ فِيهِ شَيْءٌ، ثُمَّ يُنظَرُ فِي نَضِيَّتِهِ فَلَا يُوجَدُ فِيهِ شَيْءٌ، ثُمَّ يُنْظَرُ فِي رِصَافِهِ فَلَا يُوجَدُ فِيهِ شَيْءٌ، ثُمَّ يُنْظَرُ فِي نَصْلِهِ فَلَا يُوجَدُ فِيهِ شَيْءٌ، قَدْ سَبَقَ الْفَرْثَ وَالدَّمَ، مِنْهُمْ رَجُلٌ أَسْوَدُ فِي إِحْدَى يَدَيْهِ - أَوْ قَالَ إِحْدَى ثَدْيَيْهِ - مِثْلُ ثَدْيِ الْمَرْأَةِ، أَوْ مِثْلُ الْبَضْعَةِ تَدَرْدَرُ، يَخْرُجُونَ عَلَى حِينِ فَتْرَةٍ مِنْ النَّاسِ » فَنَزَلَتْ فِيهِمْ { وَمِنْهُم مَّن يَلْمِزُكَ فِى ٱلصَّدَقَـٰتِ } الْآيَةَ.

قَالَ أَبُو سَعِيدٍ: أَشْهَدُ أَنِّي سَمِعْتُ هَذَا مِنْ رَسُولِ اللهِ ﷺ، وَأَشْهَدُ أَنَّ عَلِيًّا حِينَ قَتَلَهُ وَأَنَا مَعَهُ جِيءَ بِالرَّجُلِ عَلَى النَّعْتِ الَّذِي نَعَتَ رَسُولُ اللهِ ﷺ."
9,"65-66","عن عبد الله بن عمر رضي الله عنهما قال: قال رجل في غزوة تبوك في مجلس: ما رأيت مثل قرائنا هؤلاء أرغب بطونا، ولا أكذب ألسنا، ولا أجبن عند اللقاء. فقال رجل في المجلس: كذبت، ولكنك منافق، لأخبرن رسول الله ﷺ. فبلغ ذلك رسول الله ﷺ ونزل القرآن.

فقال عبد الله بن عمرو: أنا رأيته متعلقاً بحقب ناقة رسول الله ﷺ تنكبه الحجارة، وهو يقول: يا رسول الله إنما كنا نخوض ونلعب، ورسول الله ﷺ يقول: { أَبِٱللَّهِ وَءَايَـٰتِهِۦ وَرَسُولِهِۦ كُنتُمْ تَسْتَهْزِءُونَ } الآية."
9,"65-66","وهناك سبب آخر لنزول هذه الآية: فقد جاء عن كعب بن مالك رضي الله عنها قال: « كان جماعة من المنافقين، ورجل من أشجع حليف لبني سلمة يقال له: مخشي بن حمير، يسيرون مع رسول الله ﷺ وهو منطلق إلى تبوك فقال بعضهم لبعض: أتحسبون جلاد بني الأصفر كقتال العرب بعضهم بعضاً، والله لكأنا بكم غداً مقرنين في الحبال إرجافاً وترهيباً للمؤمنين، وقال مخشي بن حمير والله لوددت أن أقاضي على أن يضرب كل رجل منكم مائة على أن ينجو من أن ينزل فينا قرآن، فقال رسول الله ﷺ لعمار بن ياسر: « أدرك القوم فإنهم قد احترقوا، فسلهم عما قالوا، فإن هم أنكروا، فقل: بلى، قلتم كذا وكذا »، فأدركهم فقال لهم: فجاءوا يعتذرون إليه، فأنزل الله: { لَا تَعْتَذِرُوا۟ قَدْ كَفَرْتُم بَعْدَ إِيمَـٰنِكُمْ ۚ إِن نَّعْفُ عَن طَآئِفَةٍ }، فكان الذي عفى الله عنه مخشي بن حمير، فتسمى عبد الرحمن، وسأل الله أن يقتل شهيداً، وألا يعلم بمقتله، فقتل باليمامة لا يعلم مقتله، ولا من قتله ولا يرى له أثر ولا عين."
